event_num,cc,dis,qel,res,xsec
411,True,True,False,False,1.880272520956604
412,True,False,False,True,0.49854298547900633
413,True,False,False,True,3.457207697040307
414,True,True,False,False,2.6680385088186194
415,True,True,False,False,9.067583471227506
416,True,False,True,False,0.5171401146516749
417,True,False,True,False,0.5457353047907477
418,True,False,True,False,4.423296839218236
419,True,False,True,False,0.6355198461522271
420,True,False,False,True,0.40560236769265184
421,True,True,False,False,3.054597754488257
422,True,False,False,True,1.8945976923924335
423,True,False,False,True,1.2659695205509776
424,True,False,False,True,2.911056449283621
425,True,False,False,True,0.11912774500172765
426,True,False,False,True,2.808622100002848
427,True,False,True,False,0.35639266827152805
428,True,False,False,True,0.5168320833260553
429,True,False,True,False,2.2299745233987203
430,True,False,True,False,0.3754347623969287
431,True,False,True,False,2.5450649321842462
432,True,False,True,False,3.0861817526410174
433,True,False,True,False,2.331378993762334
434,True,False,False,True,1.0106882728521016
435,True,True,False,False,4.77130050842082
436,True,False,True,False,2.280372123276451
437,True,False,False,True,0.9199371257630696
438,True,True,False,False,7.605044238249583
439,True,False,True,False,0.6937479699158289
440,True,False,True,False,2.956535143611563
441,True,False,False,True,0.14301801224718586
442,True,True,False,False,0.7827592249436686
443,True,False,True,False,3.043789816273266
444,True,False,False,True,1.9762474882505072
445,True,False,False,True,0.03960614412182753
446,True,False,False,True,2.366815001050465
447,True,False,True,False,4.4299502510281625
448,True,False,True,False,1.4225870752757448
449,True,False,False,True,3.2080014908328387
450,True,True,False,False,0.47713092250304706
451,True,False,False,True,4.1201952679072855
452,True,False,False,True,1.5133593183097425
453,True,False,True,False,1.5450671092388097
454,True,False,True,False,1.8350692303298206
455,True,False,True,False,4.875158263862304
456,True,True,False,False,1.671714374252971
457,True,False,True,False,4.93506774138935
458,True,False,False,True,0.2066994581575916
459,True,True,False,False,4.429611282885491
460,True,False,True,False,3.5163107855615547
461,True,False,True,False,4.544326300928464
462,True,False,False,True,0.3856734616636179
463,True,False,False,True,2.90704685684693
464,True,False,True,False,1.7738122788873336
465,True,False,False,True,1.8495811211469964
466,True,False,False,True,2.4060600859437256
467,True,False,True,False,1.8954827776559808
468,True,False,False,True,0.053297651255007336
469,True,True,False,False,2.8348782170212448
470,True,True,False,False,10.548709253885802
471,True,False,False,True,0.8315092971433629
472,True,False,False,True,0.49510218073310774
473,True,False,False,True,0.2774371277851898
474,True,False,False,True,3.904311354942315
475,True,False,True,False,2.7640437930428834
476,True,False,True,False,3.454462541601437
477,True,False,True,False,3.3062648251573465
478,True,False,False,True,0.261061266905764
479,True,False,False,True,0.040087307411219124
480,True,False,True,False,4.027265040743912
481,True,False,False,True,3.0455523273823366
482,True,False,True,False,2.4083893121788558
483,True,True,False,False,0.3660150311583172
484,True,False,True,False,4.257490823310372
485,True,True,False,False,7.1421475975977655
486,True,False,False,True,1.0479806168718253
487,True,False,True,False,4.330201993969737
488,True,False,False,True,2.471800345715683
489,True,False,True,False,4.852885207034768
490,True,False,True,False,4.53693040620429
491,True,False,True,False,4.433271936449252
492,True,True,False,False,1.657277789836304
493,True,False,True,False,2.9904741608223393
494,True,False,False,True,3.7734729515343983
495,True,True,False,False,6.261123183484451
496,True,True,False,False,9.247269221715865
497,True,False,True,False,2.147944862855815
498,True,False,True,False,0.4430935711876292
499,True,False,False,True,1.9396049347601942
500,True,False,True,False,1.1259790038708661
501,True,False,False,True,0.4127199623186593
502,True,False,False,True,2.2655904924195767
503,True,False,True,False,1.671368493547106
504,True,False,False,True,2.471043944970749
505,True,False,True,False,1.062139242844328
506,True,True,False,False,0.3957150783132722
507,True,False,False,True,0.2804753718516269
508,True,False,True,False,3.8782842431695004
509,True,False,False,True,1.2419502883104696
510,True,False,False,True,2.5697058251588394
511,True,False,True,False,4.70362145729249
512,True,True,False,False,5.045685702373041
513,True,False,True,False,3.3956309929814625
514,True,True,False,False,8.877893457355048
515,True,False,True,False,4.195447006463572
516,True,False,True,False,2.446952807481519
517,True,False,True,False,1.9712342521537751
518,True,False,False,True,0.17993130443196106
519,True,False,True,False,3.7947597576687118
520,True,False,False,True,0.30581659542876094
521,True,True,False,False,5.572148288125803
522,True,False,False,True,3.95792962765644
523,True,False,True,False,4.40278009032061
524,True,True,False,False,0.560082878766231
525,True,False,False,True,3.126483184098583
526,True,False,True,False,0.5153580813529617
527,True,False,False,True,0.27354826308458274
528,True,False,False,True,3.690219589001564
529,True,False,False,True,0.03662198196314224
530,True,False,True,False,2.6724574176722693
531,True,False,False,True,0.5018576923703332
532,True,False,True,False,4.730467864642021
533,True,False,True,False,4.795416347467392
534,True,False,True,False,0.24286199874383968
535,True,False,False,True,0.666598306838516
536,True,False,False,True,0.10888447472739213
537,True,False,True,False,3.709725830380521
538,True,False,False,True,1.0073416863602866
539,True,False,True,False,2.8063451133896202
540,True,False,False,True,0.787097971738647
541,True,False,True,False,2.2354624889192847
542,True,False,True,False,3.7147508152803463
543,True,False,True,False,3.706136111484602
544,True,False,True,False,1.054297191224958
545,True,False,False,True,0.05473685047015784
546,True,False,True,False,3.138910851729564
547,True,False,True,False,0.16004762357490712
548,True,True,False,False,3.561579178782654
549,True,False,True,False,3.9389287273492823
550,True,True,False,False,8.689353555543889
551,True,False,True,False,3.8428842724167227
552,True,False,True,False,2.956930618113998
553,True,True,False,False,3.218814831183122
554,True,False,True,False,3.1950234901641177
555,True,True,False,False,6.236182280840208
556,True,False,True,False,0.2921009579261245
557,True,False,False,True,0.5523766362200676
558,True,False,False,True,2.822576304849076
559,True,False,False,True,2.8310655654264743
560,True,False,True,False,4.602418697056926
561,True,False,False,True,0.4522483716001791
562,True,True,False,False,5.826594609839874
563,True,False,False,True,0.9381563992413449
564,True,False,False,True,0.006488161807450916
565,True,False,True,False,3.795567190882186
566,True,False,False,True,0.007535909319313689
567,True,False,False,True,2.3190201527731076
568,True,False,False,True,2.053064915099193
569,True,False,True,False,1.5344824852988608
570,True,False,True,False,1.0162727123014224
571,True,False,False,True,3.0755364614646545
572,True,False,True,False,2.78622492212313
573,True,False,True,False,4.529128205223121
574,True,False,False,True,2.9332443200855836
575,True,False,True,False,2.587923530126464
576,True,False,True,False,4.854758807651473
577,True,False,False,True,0.004489471490670343
578,True,False,False,True,2.129347623660802
579,True,False,False,True,0.8332234013428179
580,True,False,True,False,3.650890379865856
581,True,False,False,True,0.5107079409363816
582,True,False,False,True,0.23508826747878092
583,True,True,False,False,5.449039955075024
584,True,False,False,True,2.009556203436952
585,True,False,True,False,4.125716121068984
586,True,False,True,False,4.118845504650923
587,True,False,False,True,0.42160071773032254
588,True,False,False,True,0.08845353466095632
589,True,False,True,False,2.7783494537297315
590,True,False,True,False,2.2426988112958592
591,True,True,False,False,1.1704731786001248
592,True,False,True,False,0.30184899410237603
593,True,False,False,True,0.01426559920273848
594,True,True,False,False,9.660622058784723
595,True,True,False,False,5.036114173533431
596,True,False,True,False,4.288686941091293
597,True,False,True,False,0.08050098142410515
598,True,False,True,False,4.524818743876125
599,True,False,False,True,0.5620009253782244
600,True,False,False,True,0.406301189294676
601,True,False,False,True,0.29871528662508334
602,True,False,True,False,3.338849247066031
603,True,False,False,True,0.42394979752058143
604,True,False,True,False,2.816484925945115
605,True,False,False,True,2.443916441938744
606,True,False,True,False,2.1880860707152574
607,True,False,True,False,4.052077866637025
608,True,False,True,False,4.435522613021741
609,True,False,True,False,3.8987137082619667
610,True,False,True,False,1.2420823267932113
611,True,False,False,True,2.061072452639189
612,True,False,False,True,0.5837330850220239
613,True,True,False,False,6.122556275212003
614,True,True,False,False,7.082347812912103
615,True,False,True,False,3.49356566678369
616,True,False,False,True,2.1605327312394476
617,True,False,False,True,0.3768350799567279
618,True,False,False,True,0.004190207660743085
619,True,False,False,True,0.13131921888705803
620,True,False,True,False,0.40601384409052127
621,True,False,False,True,0.6910519165269781
622,True,False,False,True,2.1774930151150906
623,True,False,False,True,0.05356751037573858
624,True,True,False,False,9.392865991577386
625,True,False,False,True,2.8166237372459917
626,True,False,True,False,3.5213579267517163
627,True,False,True,False,0.7882437167912769
628,True,False,True,False,4.427815228278088
629,True,False,False,True,0.368954264247145
630,True,False,False,True,0.7667191706762828
631,True,False,False,True,3.9328055559140336
632,True,False,False,True,0.6106673758098925
633,True,False,True,False,3.7887775019313756
634,True,False,False,True,0.09133315091650689
635,True,False,False,True,1.711784049487473
636,True,True,False,False,7.552951590790418
637,True,False,False,True,1.0180911567485327
638,True,False,True,False,2.9127518123379303
639,True,False,False,True,0.835355863319747
640,True,False,False,True,4.076234528474634
641,True,False,True,False,1.8451321477910734
642,True,False,True,False,3.6307334845429775
643,True,False,False,True,1.3095059186217295
644,True,False,True,False,3.3160500682817733
645,True,True,False,False,8.139461038400901
646,True,True,False,False,3.7356451986622345
647,True,False,False,True,0.04370131230064508
648,True,True,False,False,6.866866130439605
649,True,False,True,False,4.881832574101107
650,True,False,False,True,0.9077617393009019
651,True,False,False,True,0.3433942897805967
652,True,False,True,False,3.7796076329704826
653,True,False,False,True,2.9091770058231967
654,True,False,False,True,1.687491959412723
655,True,False,False,True,3.2725461345238247
656,True,False,False,True,4.023224617331344
657,True,False,False,True,1.45809408258288
658,True,False,False,True,2.436193287765923
659,True,False,True,False,1.8073823041144539
660,True,False,False,True,1.106018647761091
661,True,False,False,True,0.3827057372978539
662,True,False,False,True,0.5128815185847398
663,True,False,True,False,4.4749245847146275
664,True,False,True,False,3.044085413171806
665,True,True,False,False,4.291118305605358
666,True,True,False,False,1.8879744980477893
667,True,False,True,False,2.9145845859362973
668,True,False,True,False,2.285534390199515
669,True,False,False,True,0.21560384156353213
670,True,False,True,False,3.4838321349626904
671,True,False,False,True,2.3389864881104883
672,True,False,False,True,0.5316926015359473
673,True,False,False,True,2.0975186075043077
674,True,False,False,True,0.5950847212249959
675,True,False,False,True,0.0929090802971253
676,True,False,False,True,3.403161773875445
677,True,False,False,True,0.047571401276892834
678,True,False,False,True,0.3441280614549148
679,True,False,False,True,3.110240114495288
680,True,False,True,False,4.038053931919693
681,True,False,True,False,3.0733525085884894
682,True,False,False,True,3.449437937328617
683,True,False,False,True,2.137154505066118
684,True,False,False,True,1.6901283385587709
685,True,False,True,False,0.23865152746918541
686,True,False,True,False,3.6259008815429477
687,True,False,True,False,1.784690436509382
688,True,False,True,False,3.2303971846471464
689,True,False,False,True,0.8068274373782731
690,True,False,False,True,0.4140622330104665
691,True,False,True,False,1.4120337029916248
692,True,True,False,False,2.577163477604489
693,True,False,True,False,2.9474170057022198
694,True,False,True,False,2.023254399896459
695,True,False,True,False,3.075281067384007
696,True,True,False,False,1.4471992374986689
697,True,False,True,False,2.0654051578534536
698,True,False,False,True,3.8501657179727937
699,True,False,False,True,0.3674391739743315
700,True,True,False,False,4.117462136068914
701,True,True,False,False,6.4855471005190815
702,True,False,True,False,3.8748282171644552
703,True,False,False,True,0.027835259583046158
704,True,False,False,True,0.979364133348704
705,True,False,True,False,4.224019930475007
706,True,False,True,False,3.911389752039871
707,True,False,False,True,3.9565071531407945
708,True,False,False,True,1.8293972981488162
709,True,False,True,False,1.5525701379365613
710,True,False,False,True,0.1306106594186295
711,True,False,True,False,1.1886760861657124
712,True,False,True,False,3.502463277000534
713,True,False,True,False,1.1375197243540367
714,True,False,False,True,1.5436393706090858
715,True,False,False,True,1.0704802500634973
716,True,False,True,False,4.237406175776933
717,True,True,False,False,2.0519624894423294
718,True,False,True,False,2.175942067497806
719,True,False,False,True,4.0737873155517885
720,True,False,True,False,4.863700213630884
721,True,False,False,True,3.150370334693524
722,True,True,False,False,6.488089450972891
723,True,True,False,False,3.0669652350743863
724,True,False,True,False,2.701380583068126
725,True,False,False,True,2.011669639647512
726,True,False,True,False,4.269552884752762
727,True,False,False,True,0.12973330139731287
728,True,False,False,True,0.7874528235472087
729,True,False,False,True,3.0349153494046615
730,True,False,False,True,0.4041213629933481
731,True,False,False,True,1.4077625877414952
732,True,False,False,True,0.15838665579726513
733,True,False,False,True,0.23449833174510032
734,True,False,False,True,0.5317719278198895
735,True,False,False,True,0.4679847188039571
736,True,False,False,True,3.6505261730012593
737,True,False,True,False,3.7846835769982285
738,True,False,True,False,0.7469361058054177
739,True,False,True,False,1.2807481886289576
740,True,False,True,False,1.428780950920394
741,True,False,True,False,2.032840855576964
