# pdg,pid,reco_coszen,reco_energy,true_energy,true_coszen,weight
13,1,0.700,27.7,348.246437,0.772302,3.874351e-08
13,0,0.700,20.7,206.658893,0.258019,3.255610e-09
13,0,0.100,49.2,230.002070,0.584183,3.378981e-08
13,0,-0.500,11.7,234.386990,0.606895,3.580498e-08
13,0,0.900,27.7,224.477957,0.550988,2.674781e-08
13,0,0.700,11.7,200.247636,0.556454,3.230184e-08
13,0,0.700, 6.6,234.342513,0.742841,4.597269e-08
13,1,0.900,27.7,224.427333,0.149837,3.091776e-10
13,1,0.900,36.9,332.534511,0.290294,5.777857e-09
13,1,0.300,49.2,241.262073,0.299480,1.234157e-08
13,0,0.500, 8.7,264.395785,0.666561,3.946734e-08
13,1,0.500,36.9,265.774011,0.475945,2.648750e-08
13,1,0.500,49.2,266.213458,0.588596,4.170493e-08
13,1,0.900,20.7,242.225147,0.660057,3.196052e-08
13,0,-0.300,15.6,283.809370,0.519996,3.343245e-08
13,0,0.100,36.9,223.180695,0.393388,2.129501e-08
13,1,0.300,20.7,160.776628,0.353830,7.851162e-09
13,1,0.100,15.6,202.044688,0.372049,1.759190e-08
13,1,0.900,36.9,447.256345,0.719779,3.330173e-08
13,0,-0.500,20.7,175.458370,0.305805,1.142732e-08
13,1,-0.100,15.6,182.679575,0.508710,2.336842e-08
13,0,-0.100,11.7,389.572613,0.816420,7.353666e-08
13,1,0.300,20.7,218.130370,0.583366,2.455083e-08
13,0,0.100,27.7,231.051719,0.619170,4.233755e-08
13,1,0.500,49.2,408.000873,0.841536,7.549082e-08
13,1,-0.100,36.9,272.597217,0.576594,4.337626e-08
13,0,0.300,36.9,198.087312,0.570335,3.093818e-08
13,1,0.700,27.7,203.530534,0.374923,8.900503e-09
13,1,-0.100,20.7,270.717571,0.661816,3.616466e-08
13,0,0.900, 8.7,242.955717,0.536822,2.699313e-08
13,0,-0.300, 8.7,181.329251,0.320887,1.240975e-08
13,1,0.900,36.9,392.233369,0.625687,2.801344e-08
13,0,-0.900,15.6,216.890392,0.639757,3.167174e-08
13,0,-0.300,36.9,211.046113,0.537040,2.924141e-08
13,0,-0.700,15.6,194.574199,0.342147,1.543497e-08
13,1,0.300,15.6,195.402812,0.587099,3.178663e-08
13,1,0.300,20.7,238.998962,0.664515,3.340647e-08
13,0,0.700,36.9,297.509657,0.671441,4.980278e-08
13,0,0.300,27.7,256.352963,0.730745,3.756288e-08
13,1,0.500,36.9,360.949163,0.791762,4.006449e-08
13,1,0.700,27.7,218.707150,0.538924,2.807636e-08
13,1,0.100,49.2,263.639923,0.572793,2.217038e-08
13,1,-0.900,15.6,230.610689,0.497998,2.634561e-08
13,0,0.100,20.7,198.269924,0.341691,9.081672e-09
13,0,-0.100,15.6,243.788298,0.400488,2.410075e-08
13,1,-0.700,15.6,251.221063,0.499780,3.419508e-08
13,1,0.900,36.9,246.417581,0.526160,1.857484e-08
13,0,0.500,27.7,224.119869,0.533934,2.851281e-08
13,0,-0.100,11.7,226.552999,0.382695,1.833024e-08
13,1,0.300,27.7,252.991064,0.493705,2.509418e-08
13,1,0.700,36.9,299.303604,0.699088,3.498055e-08
13,1,0.500,36.9,215.924553,0.472007,1.820647e-08
13,1,0.700,49.2,361.478430,0.703230,4.232972e-08
13,1,0.700,49.2,338.410361,0.703721,3.974862e-08
13,1,0.300,27.7,199.715900,0.466589,1.682495e-08
13,0,0.500,36.9,262.154206,0.415372,1.434120e-08
13,0,-0.100,20.7,179.717101,0.328212,7.109059e-09
13,0,0.500, 6.6,380.469156,0.746613,4.881713e-08
13,1,0.500,36.9,272.473316,0.696437,3.339096e-08
13,0,0.500,49.2,234.298693,0.621790,3.802317e-08
13,1,0.500,11.7,180.458342,0.367525,1.575235e-08
13,1,0.700,27.7,239.971445,0.680776,4.014304e-08
13,1,0.700,20.7,198.040894,0.369288,1.607094e-08
13,1,0.300,36.9,191.627525,0.563548,2.695977e-08
13,0,-0.100,11.7,212.626559,0.620427,3.462580e-08
13,0,0.500,49.2,180.559237,0.402355,1.886627e-08
13,1,0.700,49.2,240.024572,0.554211,2.445756e-08
13,0,-0.100,15.6,234.486085,0.586359,3.677634e-08
13,0,0.500,20.7,251.820593,0.527728,3.102043e-08
13,0,0.700,27.7,206.262861,0.387326,1.807515e-08
13,1,-0.300,49.2,222.317257,0.386396,1.185646e-08
13,1,-0.700,27.7,242.709513,0.345427,1.513668e-08
13,1,0.700,49.2,405.065249,0.787378,5.321008e-08
13,0,0.100,20.7,252.826537,0.362122,1.722242e-08
13,1,-0.300,27.7,398.312890,0.677799,3.922499e-08
13,0,0.100, 8.7,229.823369,0.659417,3.853770e-08
13,1,-0.100,20.7,220.417509,0.414606,1.868997e-08
13,1,0.500,36.9,320.802170,0.456650,1.636545e-08
13,0,-0.700,11.7,206.106617,0.417064,2.279550e-08
13,0,0.500,20.7,203.325164,0.589144,2.290256e-08
13,0,0.500,20.7,242.120322,0.402933,2.239186e-08
13,0,0.300,36.9,219.081287,0.623403,3.370593e-08
13,1,0.500,49.2,219.810268,0.498747,1.906580e-08
13,1,0.500,20.7,343.531344,0.526031,2.160452e-08
13,0,0.500,11.7,228.977674,0.694621,4.806723e-08
13,0,-0.700, 8.7,357.806350,0.822045,7.739074e-08
13,0,0.300,27.7,238.329978,0.646581,3.539559e-08
13,0,0.900,20.7,239.011079,0.761774,5.481760e-08
13,0,0.300, 8.7,214.291796,0.567225,3.055045e-08
13,0,0.500,20.7,227.708733,0.732687,4.784942e-08
13,1,0.500,27.7,223.352357,0.362484,1.823243e-08
13,0,0.100, 6.6,222.469074,0.653791,3.660370e-08
13,1,-0.300,27.7,256.754467,0.608381,3.792183e-08
13,1,0.900,11.7,212.055817,0.537168,3.222153e-08
13,1,0.700,27.7,245.784992,0.668808,3.254886e-08
13,1,-0.100,49.2,205.545342,0.459019,1.999004e-08
13,1,0.900,20.7,241.901314,0.493476,2.699473e-08
13,1,0.300,27.7,428.116813,0.641996,3.014005e-08
13,1,0.100,27.7,195.238238,0.501615,1.662035e-08
13,1,0.300,49.2,208.572880,0.337351,8.379207e-09
13,1,0.500,27.7,187.129974,0.483500,2.514238e-08
13,0,0.900,36.9,222.840780,0.430110,2.550812e-08
13,1,0.700,20.7,233.028912,0.569756,3.130965e-08
13,1,0.300,27.7,251.506190,0.752311,5.123817e-08
13,1,0.700,27.7,369.360421,0.842348,5.331495e-08
13,0,0.300,20.7,229.614360,0.599078,3.231948e-08
13,1,0.100,27.7,201.025875,0.450970,2.339382e-08
13,1,-0.100,49.2,238.982404,0.507707,3.373840e-08
13,0,-0.700,36.9,218.269393,0.451528,2.176904e-08
13,0,0.700,27.7,244.797237,0.591253,3.111281e-08
13,1,0.900,27.7,286.532170,0.705767,4.018650e-08
13,1,-0.100,20.7,231.094418,0.657091,3.626675e-08
13,1,0.900,27.7,304.160152,0.269522,4.483793e-09
13,0,-0.700,11.7,177.853777,0.461038,2.525942e-08
13,0,0.700,20.7,306.772893,0.658375,4.922024e-08
13,0,0.700, 6.6,312.110691,0.731684,3.872134e-08
13,0,0.100, 8.7,299.917581,0.676673,5.195155e-08
13,1,-0.100,36.9,192.249708,0.492498,2.708309e-08
13,0,0.300,15.6,237.016216,0.577372,3.796648e-08
13,1,0.500,49.2,264.274814,0.516268,3.012149e-08
13,1,0.500,36.9,248.292986,0.408868,2.288518e-08
13,1,0.300,27.7,273.068575,0.260569,3.682600e-09
13,0,0.300,11.7,258.783411,0.760167,3.909944e-08
13,1,0.100,36.9,212.852004,0.397989,1.859453e-08
13,1,0.700,20.7,307.632791,0.509922,2.222105e-08
13,1,0.100,15.6,259.490394,0.623481,2.726689e-08
13,1,0.500,15.6,242.237471,0.718767,4.999295e-08
13,0,0.300,36.9,269.304095,0.574097,3.286130e-08
13,1,0.500,49.2,229.079317,0.273207,5.080675e-09
13,1,0.900,36.9,210.320063,0.499894,1.929888e-08
13,1,0.700,20.7,198.133262,0.476373,2.234736e-08
13,1,0.700,15.6,245.694707,0.580458,3.371079e-08
13,1,0.500,27.7,265.907624,0.567563,3.594079e-08
13,0,-0.700,27.7,206.771690,0.593803,2.990083e-08
13,1,0.500,49.2,272.048153,0.500017,2.855435e-08
13,0,0.100,11.7,276.900740,0.648074,3.851301e-08
13,0,-0.300,36.9,198.827931,0.397010,1.441519e-08
13,0,-0.300,49.2,269.284960,0.631174,2.933458e-08
13,1,-0.300,20.7,215.702430,0.684155,3.718679e-08
13,1,-0.900,27.7,228.261539,0.651137,3.392162e-08
13,1,0.900,20.7,493.007913,0.517781,2.055091e-08
13,0,0.300,20.7,205.213523,0.446489,2.391505e-08
13,1,0.500,20.7,241.377100,0.393054,2.128143e-08
13,1,0.500,20.7,227.208384,0.518606,2.742911e-08
13,1,-0.700,15.6,255.440029,0.526504,3.010307e-08
13,0,0.700,27.7,186.027590,0.469157,1.661736e-08
13,1,0.700,27.7,195.703306,0.469704,2.637143e-08
13,0,0.300,36.9,210.676738,0.561662,2.930500e-08
13,1,0.500,27.7,207.917401,0.536349,2.562495e-08
13,1,0.300,49.2,271.877466,0.484950,1.770512e-08
13,0,-0.100,27.7,233.959427,0.328273,1.627179e-08
13,0,0.700,15.6,233.476153,0.561044,3.441935e-08
13,1,0.700,20.7,221.342652,0.400875,2.041095e-08
13,1,0.500,27.7,301.936138,0.679082,3.178793e-08
13,0,0.700,15.6,224.663204,0.631814,3.523488e-08
13,1,0.700,49.2,321.173412,0.666548,3.752261e-08
13,0,-0.300,27.7,202.142822,0.606734,3.294603e-08
13,0,-0.100,15.6,224.817262,0.432249,2.265507e-08
13,1,0.100,20.7,183.027032,0.325909,7.615404e-09
13,1,0.300,36.9,200.323265,0.460936,1.995883e-08
13,0,-0.700, 8.7,262.309283,0.596766,3.891407e-08
13,1,0.500,36.9,237.728906,0.627503,3.631387e-08
13,0,-0.100,20.7,194.637679,0.412739,1.889509e-08
13,0,0.500, 8.7,195.514075,0.604087,2.947709e-08
13,0,0.700,36.9,243.536371,0.386799,1.899326e-08
13,0,0.500,49.2,244.767317,0.600527,3.632180e-08
13,1,0.300,49.2,368.101461,0.302749,6.940618e-09
13,0,0.500, 8.7,228.327720,0.500070,2.533184e-08
13,0,0.700,20.7,234.280316,0.624300,3.543882e-08
13,0,-0.300,15.6,196.880213,0.408372,1.852118e-08
13,0,0.500,49.2,211.062376,0.489453,2.968529e-08
13,1,0.300,27.7,181.024052,0.325562,7.370874e-09
13,1,0.500,49.2,238.378186,0.678077,3.343135e-08
13,0,0.900,27.7,248.111527,0.514366,2.585104e-08
13,0,-0.700,49.2,333.761444,0.641082,3.732937e-08
13,0,0.900,49.2,222.969354,0.535762,2.808363e-08
13,0,0.900,27.7,237.778644,0.694350,4.420753e-08
13,0,0.700, 8.7,215.027226,0.609721,3.095280e-08
13,1,0.700,36.9,452.658320,0.701540,3.291491e-08
13,1,0.500,20.7,248.813789,0.264980,4.051445e-09
13,1,-0.100,49.2,248.938760,0.531792,3.059822e-08
13,0,0.300,20.7,227.967917,0.492578,2.930036e-08
13,0,0.300,36.9,270.388129,0.559303,2.832076e-08
13,0,0.300,36.9,229.410238,0.309265,1.345546e-08
13,0,-0.700,36.9,184.550464,0.311537,1.116011e-08
13,1,0.900,36.9,309.304920,0.756707,4.406613e-08
13,1,0.500,20.7,234.651720,0.667683,3.912049e-08
13,1,0.900,27.7,331.443773,0.559234,2.053362e-08
13,0,0.700,15.6,201.144668,0.436534,2.197644e-08
13,0,0.900,15.6,333.718826,0.756544,5.769281e-08
13,0,0.300,49.2,170.266145,0.316341,9.290780e-09
13,1,0.700,20.7,205.179628,0.414218,1.082043e-08
13,0,-0.700,15.6,303.812686,0.418147,2.417252e-08
13,0,0.100,15.6,209.141020,0.576592,3.031965e-08
13,0,0.900,27.7,269.015013,0.646525,2.780808e-08
13,0,0.900,20.7,246.165624,0.615728,3.899430e-08
13,0,0.500,27.7,208.542761,0.429933,1.961412e-08
13,0,-0.700,20.7,238.942928,0.733261,5.603732e-08
13,0,0.700,27.7,309.446550,0.718991,5.710895e-08
13,1,-0.900,20.7,219.674917,0.339214,8.785920e-09
13,1,-0.300,20.7,254.984764,0.642665,4.611904e-08
13,1,-0.300,20.7,199.320068,0.355096,1.524096e-08
13,0,-0.500,15.6,188.633398,0.508313,2.786359e-08
13,0,0.100,27.7,208.183306,0.469638,2.261056e-08
13,0,0.900,20.7,212.056863,0.553860,3.069578e-08
13,0,0.900,11.7,279.826949,0.780897,4.958679e-08
13,0,0.700,49.2,251.819833,0.639893,3.481592e-08
13,1,0.500,49.2,254.692009,0.461193,2.093831e-08
13,0,0.900,20.7,162.799528,0.335372,1.135303e-08
13,0,0.300,20.7,190.773612,0.471713,2.635908e-08
13,0,-0.500,15.6,220.369320,0.653975,3.350295e-08
13,1,0.700,36.9,245.644685,0.661821,3.608862e-08
13,0,0.700,49.2,284.300546,0.630809,3.103142e-08
13,0,-0.300,20.7,226.759032,0.559006,2.993421e-08
13,0,0.100,36.9,233.943368,0.715223,4.786844e-08
13,0,-0.900,11.7,422.173772,0.632376,3.858086e-08
13,0,0.300,27.7,221.559288,0.457316,2.720049e-08
13,0,0.300,27.7,243.281332,0.447676,2.580064e-08
13,1,0.700,36.9,338.865682,0.354426,9.048895e-09
13,1,0.900,49.2,376.800852,0.770090,5.337380e-08
13,0,0.300,36.9,291.019840,0.609434,3.777850e-08
13,1,0.500,36.9,191.839134,0.345589,1.480970e-08
13,1,0.500,49.2,233.740466,0.461584,1.596289e-08
13,0,-0.900,11.7,190.599121,0.508311,2.156462e-08
13,1,0.900,36.9,336.586215,0.565224,2.197821e-08
13,0,-0.100,11.7,206.893915,0.488673,2.779585e-08
13,1,0.300,36.9,375.201862,0.447728,1.724690e-08
13,0,0.100,20.7,307.194785,0.693505,3.893674e-08
13,1,-0.900,11.7,224.995574,0.507634,2.793365e-08
13,1,-0.900,20.7,218.495931,0.597748,3.757099e-08
13,0,-0.500,11.7,209.692223,0.514551,2.608890e-08
13,0,-0.700, 8.7,199.598792,0.569806,2.714987e-08
13,1,0.300,15.6,181.725673,0.483350,2.103057e-08
13,1,-0.300,15.6,186.189345,0.503307,1.796958e-08
13,0,0.500,20.7,387.527126,0.692247,3.968278e-08
13,0,0.700,27.7,224.531989,0.635217,3.503383e-08
13,0,-0.300, 6.6,194.670404,0.389615,1.466877e-08
13,1,0.100,27.7,193.204243,0.464802,2.468291e-08
13,0,0.500,27.7,222.823996,0.621746,3.563285e-08
13,1,0.500,49.2,213.944085,0.529859,1.890653e-08
13,1,0.300,49.2,247.078494,0.682708,3.860607e-08
13,0,0.500,15.6,226.751475,0.539423,3.096432e-08
13,1,0.700,36.9,257.853089,0.677551,3.698791e-08
13,0,-0.300,27.7,198.591733,0.503381,2.747619e-08
13,1,0.700,36.9,292.420678,0.357572,9.608269e-09
13,1,0.700,15.6,311.017126,0.642347,3.381783e-08
13,1,0.500,36.9,244.300214,0.423482,1.337968e-08
13,1,0.300,15.6,236.772218,0.463380,1.452002e-08
13,1,-0.300,20.7,244.397852,0.626807,4.211512e-08
13,0,0.500, 8.7,246.769166,0.478032,2.746103e-08
13,1,0.500,11.7,204.034353,0.422750,1.991462e-08
13,0,0.500,49.2,250.433756,0.636109,3.536391e-08
13,1,-0.500,20.7,256.067364,0.655604,3.983362e-08
13,0,0.900,20.7,208.166699,0.484448,1.885914e-08
13,1,0.700,20.7,251.470611,0.738209,4.065196e-08
13,1,0.700,49.2,464.316314,0.494524,2.157386e-08
13,0,0.900,15.6,206.809373,0.593250,3.280751e-08
13,1,-0.100,36.9,229.101362,0.686764,3.491617e-08
13,0,-0.100,36.9,234.836848,0.385725,2.020364e-08
13,0,0.500,27.7,212.960654,0.519500,3.119383e-08
13,0,0.300,27.7,217.364409,0.401417,9.777686e-09
13,0,-0.300,27.7,271.912881,0.474930,2.659697e-08
13,1,0.500,49.2,188.747819,0.419199,1.160937e-08
13,0,-0.700,20.7,185.631100,0.428282,2.165232e-08
13,1,-0.700,11.7,192.939796,0.507106,2.457532e-08
13,1,-0.100,20.7,212.928555,0.533446,2.736679e-08
13,1,0.300,20.7,284.910661,0.494306,2.855851e-08
13,1,0.500,36.9,370.847346,0.298661,7.151144e-09
13,0,0.900,36.9,230.489166,0.500156,3.419311e-08
13,0,0.900, 8.7,202.880078,0.489860,2.658528e-08
13,1,0.300,20.7,264.798707,0.523645,2.223367e-08
13,0,0.900,15.6,227.260064,0.721543,4.533005e-08
13,0,0.300,49.2,197.726552,0.459354,2.154019e-08
13,1,0.100,15.6,232.553332,0.472050,2.207693e-08
13,1,-0.100,20.7,296.618106,0.688527,3.203645e-08
13,0,0.700,36.9,175.032026,0.366789,1.364090e-08
13,0,-0.500,11.7,203.847191,0.480941,2.608602e-08
13,1,0.700,36.9,259.726705,0.533381,3.304960e-08
13,1,-0.900,27.7,195.628801,0.447515,2.420458e-08
13,0,0.300,11.7,218.094556,0.415766,1.822166e-08
13,0,0.900,49.2,226.394614,0.586360,2.558470e-08
13,0,0.900,27.7,199.451493,0.471402,2.557445e-08
13,0,0.900,15.6,240.934913,0.412225,2.189793e-08
13,1,0.500,27.7,223.788390,0.502325,2.861696e-08
13,1,0.500,27.7,213.369792,0.296895,5.191961e-09
13,1,0.300,49.2,235.656846,0.588341,3.029009e-08
13,1,-0.700,15.6,178.735547,0.542681,1.966740e-08
13,0,-0.300, 8.7,203.391799,0.497673,2.472352e-08
13,1,0.300,20.7,257.066937,0.515027,3.307563e-08
13,1,-0.100,20.7,186.196024,0.356429,1.561748e-08
13,0,0.700,20.7,199.775107,0.577595,3.289321e-08
13,1,0.500,20.7,251.983484,0.648371,2.862453e-08
13,0,0.500,11.7,200.954149,0.536840,2.691674e-08
13,0,0.100,11.7,250.545052,0.339069,1.718159e-08
13,1,0.100,36.9,208.764919,0.374005,1.513105e-08
13,0,-0.700,11.7,225.560940,0.674413,4.148215e-08
13,0,-0.500,20.7,230.793184,0.624599,3.793840e-08
13,1,0.300,49.2,284.541160,0.505975,2.426581e-08
13,1,-0.100,15.6,249.570994,0.586148,3.183593e-08
13,0,-0.700,11.7,216.861387,0.635449,3.955598e-08
13,1,0.700,27.7,321.556130,0.707069,4.041562e-08
13,0,0.900,49.2,236.861745,0.381973,1.369281e-08
13,0,0.700,27.7,276.913707,0.423876,2.115944e-08
13,0,0.700, 8.7,206.417327,0.566697,2.012198e-08
13,0,0.300,49.2,273.815327,0.754908,3.990350e-08
13,1,0.900,27.7,211.251367,0.623222,3.046224e-08
13,1,0.700,20.7,263.851269,0.639362,3.326270e-08
13,0,-0.100,27.7,230.155752,0.442898,2.468436e-08
13,1,0.500,49.2,372.667540,0.619641,2.741042e-08
13,1,0.500,36.9,257.440855,0.509346,2.920507e-08
13,0,0.100,15.6,233.671342,0.566451,3.217981e-08
13,1,0.300,27.7,277.725534,0.557218,2.585258e-08
13,0,-0.500,36.9,187.518168,0.522935,2.753162e-08
13,0,0.500,49.2,214.725260,0.506045,2.747977e-08
13,1,0.500,49.2,277.093789,0.402989,1.109938e-08
13,0,-0.500, 6.6,200.791873,0.671171,3.648167e-08
13,0,-0.300,27.7,200.887467,0.385127,1.969308e-08
13,0,-0.100,27.7,337.135333,0.540830,2.588462e-08
13,0,0.100, 6.6,236.690380,0.650785,3.918813e-08
13,0,0.700,15.6,349.255764,0.833986,8.776849e-08
13,0,0.700,27.7,211.915956,0.528938,2.019582e-08
13,0,0.300,15.6,177.205420,0.353213,1.561257e-08
13,1,0.700,27.7,247.814522,0.628776,3.523341e-08
13,1,0.300,27.7,265.130105,0.637907,2.928979e-08
13,1,-0.900,49.2,202.388931,0.570950,2.386317e-08
13,1,0.700,15.6,286.706782,0.763254,6.098722e-08
13,1,0.500,49.2,370.892142,0.651927,3.554796e-08
13,1,0.300,27.7,261.957508,0.605911,3.272369e-08
13,0,0.900,27.7,182.430668,0.294118,9.797955e-09
13,1,0.300,49.2,450.061985,0.348794,1.173632e-08
13,0,0.700,49.2,241.258828,0.377376,1.804260e-08
13,1,0.900,20.7,330.237109,0.639525,3.578621e-08
13,1,0.300,15.6,224.532451,0.477819,3.004497e-08
13,0,-0.300,11.7,182.845888,0.450882,2.238369e-08
13,1,0.700,20.7,206.009223,0.591213,2.791867e-08
13,0,-0.100,20.7,269.242046,0.711764,4.034801e-08
13,0,0.700,20.7,223.110180,0.578708,3.078130e-08
13,0,-0.100,20.7,240.508794,0.517528,2.857263e-08
13,0,0.300,36.9,192.990643,0.446636,2.063810e-08
13,1,-0.100,49.2,330.555143,0.323425,8.354077e-09
13,1,0.700,15.6,235.916952,0.614344,3.228601e-08
13,0,-0.900,20.7,218.435517,0.543203,2.933629e-08
13,1,0.500,49.2,216.066214,0.518793,3.092181e-08
13,1,0.300,49.2,291.907497,0.596920,3.394041e-08
13,0,-0.100,15.6,251.354802,0.635658,3.407739e-08
13,0,0.300,15.6,215.451342,0.464615,2.166097e-08
13,0,-0.900,27.7,207.292032,0.337474,1.624929e-08
13,0,-0.100,15.6,271.364807,0.658466,4.393113e-08
13,0,-0.500,20.7,213.453927,0.640192,3.477309e-08
13,1,0.300,27.7,255.396065,0.496540,2.734834e-08
13,0,0.900,15.6,197.841190,0.533913,2.814867e-08
13,0,0.100, 6.6,232.907332,0.610969,3.441779e-08
13,1,0.300,49.2,257.371199,0.666096,3.997828e-08
13,0,0.500,15.6,202.686287,0.541890,2.979168e-08
13,0,0.900,36.9,302.986420,0.677440,4.072898e-08
13,0,0.300,20.7,471.870489,0.352580,2.257100e-08
13,1,0.900,36.9,256.991836,0.658429,3.671126e-08
13,0,0.300,20.7,328.142872,0.722802,3.428447e-08
13,1,0.300,27.7,252.471740,0.650250,3.246729e-08
13,1,0.500,49.2,267.036425,0.637785,2.783769e-08
13,1,0.500,27.7,234.325112,0.366451,8.271666e-09
13,1,0.500,27.7,220.895602,0.306973,5.477606e-09
13,1,0.700,36.9,211.618762,0.546742,2.640045e-08
13,1,0.700,36.9,282.924814,0.734077,4.425500e-08
13,0,-0.100,11.7,237.169076,0.504587,2.710847e-08
13,1,0.300,36.9,221.971038,0.416035,1.115559e-08
13,0,0.100, 8.7,213.138891,0.707526,3.794620e-08
13,0,0.500, 8.7,186.387004,0.508713,2.483751e-08
13,0,0.900,20.7,238.347211,0.372009,1.943600e-08
13,0,0.100,27.7,209.724044,0.505615,1.702961e-08
13,1,-0.500,20.7,203.268379,0.582888,2.402830e-08
13,1,0.300,20.7,223.014052,0.468139,2.585670e-08
13,0,0.700,36.9,231.333638,0.593945,3.704568e-08
13,0,0.500,36.9,351.396629,0.672001,3.876703e-08
13,1,-0.700,20.7,193.377345,0.508255,2.636971e-08
13,1,0.100,20.7,174.930933,0.379250,1.120318e-08
13,1,-0.500,15.6,285.377944,0.303915,1.578660e-08
13,1,0.100,36.9,179.952809,0.394480,1.375414e-08
13,1,0.300,49.2,232.264460,0.216111,2.428322e-09
13,1,0.500,36.9,221.955068,0.551133,2.490672e-08
13,0,0.900,15.6,242.258405,0.740766,4.384333e-08
13,0,0.700,27.7,199.826957,0.381808,1.942257e-08
13,1,0.500,27.7,221.939292,0.396440,1.160811e-08
13,1,0.100,20.7,330.717939,0.935458,8.141469e-08
13,1,0.500,27.7,213.159328,0.474790,2.530302e-08
13,0,0.100,36.9,209.291620,0.569908,3.603668e-08
13,0,0.700,36.9,228.505284,0.659480,3.987747e-08
13,0,0.300,27.7,259.508009,0.670804,3.736865e-08
13,0,0.100,27.7,204.225532,0.284921,1.022832e-08
13,1,0.500,49.2,326.439670,0.455412,1.670948e-08
13,0,-0.100,15.6,229.184928,0.529378,3.245914e-08
13,1,0.900,49.2,287.544330,0.697038,3.688524e-08
13,1,0.500,36.9,279.782728,0.654498,2.944808e-08
13,0,0.100,27.7,289.427796,0.520057,2.843922e-08
13,0,0.500, 8.7,228.451750,0.455074,2.467594e-08
13,0,0.100,27.7,304.361250,0.584658,3.036509e-08
13,1,0.100,15.6,246.391090,0.697981,3.930363e-08
13,0,0.700,27.7,260.245000,0.503795,1.867832e-08
13,1,0.700,49.2,355.132144,0.723325,5.777562e-08
13,1,0.700,36.9,286.061392,0.489945,2.515895e-08
13,0,0.500,49.2,218.211604,0.473576,2.211426e-08
13,1,0.300,27.7,269.188147,0.478547,3.105331e-08
13,0,0.900,27.7,217.569185,0.590852,2.969887e-08
13,0,0.100, 8.7,290.203689,0.729742,3.641908e-08
13,1,0.900,49.2,276.487039,0.401336,1.908073e-08
13,0,0.700,49.2,209.695016,0.598552,3.876766e-08
13,1,0.700,36.9,213.803941,0.533235,2.626184e-08
13,1,-0.700,36.9,199.052247,0.483613,2.718993e-08
13,0,0.100,36.9,211.855475,0.468660,2.271544e-08
13,0,0.900,49.2,224.772103,0.337917,8.855453e-09
13,1,0.900,20.7,329.225735,0.627552,3.782498e-08
13,1,0.700,36.9,436.522437,0.250704,4.919722e-09
13,0,0.300,15.6,202.676396,0.505205,2.746199e-08
13,0,0.700,20.7,244.357216,0.527992,3.475130e-08
13,0,0.100,15.6,180.878793,0.480329,2.332898e-08
13,0,0.900,49.2,224.186273,0.493828,2.229179e-08
13,1,0.900,20.7,219.704575,0.454353,1.241859e-08
13,0,-0.300,11.7,255.644156,0.500196,2.939990e-08
13,1,0.500,49.2,227.419415,0.530231,2.215846e-08
13,0,-0.300,27.7,241.743133,0.652365,4.340616e-08
13,1,0.300,20.7,406.451262,0.733954,3.690410e-08
13,0,0.900,27.7,220.008295,0.501696,2.625755e-08
13,1,0.300,49.2,458.586484,0.253070,5.355179e-09
13,1,0.500,49.2,334.225465,0.600305,2.563145e-08
13,0,0.100,20.7,174.108669,0.401268,1.831549e-08
13,1,0.500,27.7,222.005215,0.553908,2.509462e-08
13,0,0.700, 8.7,203.174272,0.541404,2.756219e-08
13,0,0.500,20.7,252.579217,0.513437,2.870413e-08
13,1,0.700,49.2,348.531192,0.680274,3.484876e-08
13,0,0.500,27.7,252.401368,0.624156,3.369054e-08
13,1,0.700,49.2,288.960620,0.607232,3.136918e-08
13,0,-0.300,15.6,226.620673,0.623048,3.456415e-08
13,0,0.700,15.6,200.095066,0.460254,2.578216e-08
13,0,-0.700, 6.6,192.157518,0.511511,2.945449e-08
13,0,0.500,15.6,193.390418,0.382964,1.359885e-08
13,1,0.900,36.9,219.512793,0.471491,1.522960e-08
13,0,-0.300,11.7,207.334995,0.520101,3.181810e-08
13,0,0.300,20.7,258.022420,0.650246,4.788175e-08
13,1,-0.900,15.6,262.689927,0.570537,3.076166e-08
13,1,0.700,15.6,266.627881,0.688629,4.348372e-08
13,0,0.500,20.7,245.438680,0.671573,3.805492e-08
13,1,0.900,36.9,250.095530,0.486620,2.718939e-08
13,0,0.900,49.2,245.595211,0.709803,4.265169e-08
13,1,0.500,49.2,326.677096,0.497673,1.831011e-08
13,0,0.700,27.7,253.894951,0.721192,5.417870e-08
13,1,0.700,20.7,236.913750,0.669976,3.237583e-08
13,0,0.300,15.6,189.675250,0.415942,1.932867e-08
13,1,-0.100,27.7,197.256253,0.293073,1.032250e-08
13,1,0.700,27.7,240.121334,0.413650,1.152696e-08
13,0,0.300,15.6,197.724014,0.567630,2.801850e-08
13,1,0.700,27.7,279.313690,0.783634,4.498481e-08
13,0,0.500,36.9,227.881682,0.490227,2.329792e-08
13,1,0.700,36.9,339.427956,0.355054,8.923305e-09
13,1,-0.500,27.7,283.459405,0.818681,5.754938e-08
13,1,0.500,20.7,209.289210,0.407211,2.092133e-08
13,1,0.700,49.2,241.975479,0.478964,2.580667e-08
13,0,0.100,20.7,329.006118,0.792419,5.678987e-08
13,1,0.700,11.7,238.948475,0.737836,5.044578e-08
13,0,-0.100,11.7,224.704194,0.451393,2.438611e-08
13,1,0.700,49.2,261.099424,0.603307,3.944766e-08
