event_num,pdg,E,px,py,pz,polx,poly,polz
381,15,9.42144,-0.419071,0.348631,9.2363,0.0452934,-0.0376802,-0.998263
382,16,10,0,0,10,0,0,0
382,1000080160,14.8951,0,0,0,0,0,0
382,15,7.61721,-0.00273779,-0.639558,7.37941,0.000369619,0.0863443,-0.996265
383,16,10,0,0,10,0,0,0
383,1000080160,14.8951,0,0,0,0,0,0
383,15,9.44945,-0.612477,-0.612477,9.24038,0,0,0
384,16,10,0,0,10,0,0,0
384,1000080160,14.8951,0,0,0,0,0,0
384,15,9.39448,-0.838168,-0.148913,9.18555,0,0,0
387,16,10,0,0,10,0,0,0
387,1000080160,14.8951,0,0,0,0,0,0
387,15,8.02181,0.341464,-0.288188,7.80978,-0.0436512,0.0368407,-0.998367
388,16,10,0,0,10,0,0,0
388,1000080160,14.8951,0,0,0,0,0,0
388,15,7.73069,0.397771,0.677909,7.48255,-0.0528689,-0.090103,-0.994528
389,16,10,0,0,10,0,0,0
389,1000080160,14.8951,0,0,0,0,0,0
389,15,8.10645,0.0041367,0.685011,7.87959,-0.000523017,-0.0866081,-0.996242
391,16,10,0,0,10,0,0,0
391,1000080160,14.8951,0,0,0,0,0,0
391,15,8.27526,0.794138,-0.132035,8.04205,-0.0982571,0.0163364,-0.995027
392,16,10,0,0,10,0,0,0
392,1000080160,14.8951,0,0,0,0,0,0
392,15,7.2666,0.819968,0.984156,6.92858,-0.116374,-0.139676,-0.983335
393,16,10,0,0,10,0,0,0
393,1000080160,14.8951,0,0,0,0,0,0
393,15,9.28838,-0.268567,-0.377364,9.10507,0.0294584,0.041392,-0.998709
395,16,10,0,0,10,0,0,0
395,1000080160,14.8951,0,0,0,0,0,0
395,15,8.11388,0.31139,0.352659,7.90295,-0.0393321,-0.0445449,-0.998233
400,16,10,0,0,10,0,0,0
400,1000080160,14.8951,0,0,0,0,0,0
400,15,7.41931,0.814323,-0.335204,7.14936,-0.113047,0.0465342,-0.992499
401,16,10,0,0,10,0,0,0
401,1000080160,14.8951,0,0,0,0,0,0
401,15,6.08625,1.10015,0.114405,5.71505,-0.188994,-0.0196536,-0.981782
402,16,10,0,0,10,0,0,0
402,1000080160,14.8951,0,0,0,0,0,0
402,15,8.5509,0.933204,-0.443568,8.30018,-0.111571,0.0530315,-0.992341
406,16,10,0,0,10,0,0,0
406,1000080160,14.8951,0,0,0,0,0,0
406,15,9.90855,0.204021,-0.105386,9.74522,0,0,0
407,16,10,0,0,10,0,0,0
407,1000080160,14.8951,0,0,0,0,0,0
407,15,6.71225,0.299295,0.479875,6.44804,-0.0462389,-0.0741372,-0.996176
410,16,10,0,0,10,0,0,0
410,1000080160,14.8951,0,0,0,0,0,0
410,15,9.78613,0.0778981,0.587709,9.60519,0,0,0
411,16,10,0,0,10,0,0,0
411,1000080160,14.8951,0,0,0,0,0,0
411,15,9.3259,0.532447,0.436525,9.12914,0,0,0
412,16,10,0,0,10,0,0,0
412,1000080160,14.8951,0,0,0,0,0,0
412,15,8.39111,0.447659,0.417872,8.17793,-0.0545871,-0.0509549,-0.997208
413,16,10,0,0,10,0,0,0
413,1000080160,14.8951,0,0,0,0,0,0
413,15,8.6802,0.312114,-0.0416167,8.49056,-0.0367349,0.00489816,-0.999313
417,16,10,0,0,10,0,0,0
417,1000080160,14.8951,0,0,0,0,0,0
417,15,9.93017,-0.549499,-0.176079,9.75285,0,0,0
418,16,10,0,0,10,0,0,0
418,1000080160,14.8951,0,0,0,0,0,0
418,15,8.31284,0.300255,-1.05157,8.04675,-0.0369739,0.129492,-0.990891
421,16,10,0,0,10,0,0,0
421,1000080160,14.8951,0,0,0,0,0,0
421,15,3.28414,-0.738537,0.572075,2.59915,0.267398,-0.207128,-0.941061
422,16,10,0,0,10,0,0,0
422,1000080160,14.8951,0,0,0,0,0,0
422,15,6.52279,0.0646694,-0.762619,6.22927,-0.010304,0.121511,-0.992537
424,16,10,0,0,10,0,0,0
424,1000080160,14.8951,0,0,0,0,0,0
424,15,9.81833,-0.340686,-0.246095,9.64706,0,0,0
426,16,10,0,0,10,0,0,0
426,1000080160,14.8951,0,0,0,0,0,0
426,15,5.53353,-0.378247,1.0503,5.1202,0.0721779,-0.200421,-0.977047
428,16,10,0,0,10,0,0,0
428,1000080160,14.8951,0,0,0,0,0,0
428,15,4.81025,-0.808741,0.343205,4.38286,0.180925,-0.0767788,-0.980495
429,16,10,0,0,10,0,0,0
429,1000080160,14.8951,0,0,0,0,0,0
429,15,5.76825,-0.556917,-0.0233102,5.45937,0.101484,0.00424768,-0.994828
430,16,10,0,0,10,0,0,0
430,1000080160,14.8951,0,0,0,0,0,0
430,15,8.39462,0.581758,-0.871485,8.13723,-0.0709079,0.106221,-0.991811
431,16,10,0,0,10,0,0,0
431,1000080160,14.8951,0,0,0,0,0,0
431,15,7.62566,-0.614616,-0.315667,7.3835,0.0828797,0.042567,-0.99565
432,16,10,0,0,10,0,0,0
432,1000080160,14.8951,0,0,0,0,0,0
432,15,8.39573,-0.0860666,-0.289975,8.19997,0.0104888,0.0353389,-0.99932
433,16,10,0,0,10,0,0,0
433,1000080160,14.8951,0,0,0,0,0,0
433,15,6.6197,0.00590987,0.0930896,6.37609,-0.00092678,-0.0145982,-0.999893
435,16,10,0,0,10,0,0,0
435,1000080160,14.8951,0,0,0,0,0,0
435,15,5.78949,-0.202947,1.3002,5.35063,0.036832,-0.235967,-0.971063
438,16,10,0,0,10,0,0,0
438,1000080160,14.8951,0,0,0,0,0,0
438,15,7.43251,0.0756169,-0.71375,7.18122,-0.0104776,0.0988985,-0.995042
439,16,10,0,0,10,0,0,0
439,1000080160,14.8951,0,0,0,0,0,0
439,15,3.41774,0.606395,0.207442,2.84832,-0.207702,-0.0710529,-0.975608
441,16,10,0,0,10,0,0,0
441,1000080160,14.8951,0,0,0,0,0,0
441,15,5.99237,0.574922,0.30978,5.68549,-0.10046,-0.0541302,-0.993467
443,16,10,0,0,10,0,0,0
443,1000080160,14.8951,0,0,0,0,0,0
443,15,8.25018,0.738209,0.419494,8.0117,-0.0916282,-0.0520686,-0.994431
444,16,10,0,0,10,0,0,0
444,1000080160,14.8951,0,0,0,0,0,0
444,15,9.3178,0.253552,0.151349,9.14204,-0.0277203,-0.0165467,-0.999479
448,16,10,0,0,10,0,0,0
448,1000080160,14.8951,0,0,0,0,0,0
448,15,3.79017,-0.182826,-0.0618972,3.34229,0.0546099,0.0184886,-0.998337
450,16,10,0,0,10,0,0,0
450,1000080160,14.8951,0,0,0,0,0,0
450,15,8.3345,0.205423,0.648505,8.11442,-0.0252273,-0.0796407,-0.996504
451,16,10,0,0,10,0,0,0
451,1000080160,14.8951,0,0,0,0,0,0
451,15,5.32392,1.3689,0.329466,4.8171,-0.272762,-0.0656484,-0.959839
453,16,10,0,0,10,0,0,0
453,1000080160,14.8951,0,0,0,0,0,0
453,15,9.55979,-0.268915,-0.60176,9.37006,0,0,0
455,16,10,0,0,10,0,0,0
455,1000080160,14.8951,0,0,0,0,0,0
455,15,8.78918,-0.79716,0.462374,8.55823,0.0926101,-0.0537163,-0.994252
457,16,10,0,0,10,0,0,0
457,1000080160,14.8951,0,0,0,0,0,0
457,15,8.44569,0.618679,-0.225753,8.23036,-0.0749309,0.0273419,-0.996814
458,16,10,0,0,10,0,0,0
458,1000080160,14.8951,0,0,0,0,0,0
458,15,5.92471,-0.546698,0.37694,5.61284,0.0967268,-0.0666917,-0.993074
459,16,10,0,0,10,0,0,0
459,1000080160,14.8951,0,0,0,0,0,0
459,15,8.92947,-0.492178,0.243393,8.73365,0.0562432,-0.0278136,-0.99803
460,16,10,0,0,10,0,0,0
460,1000080160,14.8951,0,0,0,0,0,0
460,15,6.86502,0.220751,-0.49428,6.60895,-0.0332904,0.0745399,-0.996662
463,16,10,0,0,10,0,0,0
463,1000080160,14.8951,0,0,0,0,0,0
463,15,9.25016,0.260297,0.193435,9.07211,0,0,0
465,16,10,0,0,10,0,0,0
465,1000080160,14.8951,0,0,0,0,0,0
465,15,8.6494,0.458935,0.368303,8.44444,-0.0542162,-0.0435093,-0.997581
466,16,10,0,0,10,0,0,0
466,1000080160,14.8951,0,0,0,0,0,0
466,15,9.37096,-0.185525,0.982516,9.14647,0,0,0
470,16,10,0,0,10,0,0,0
470,1000080160,14.8951,0,0,0,0,0,0
470,15,9.13623,-0.411666,0.226698,8.94945,0.0459357,-0.0252961,-0.998624
471,16,10,0,0,10,0,0,0
471,1000080160,14.8951,0,0,0,0,0,0
471,15,8.19987,-0.137189,0.885501,7.95473,0.0171379,-0.110618,-0.993715
474,16,10,0,0,10,0,0,0
474,1000080160,14.8951,0,0,0,0,0,0
474,15,8.10387,1.27072,0.490581,7.78846,-0.160714,-0.0620464,-0.985049
476,16,10,0,0,10,0,0,0
476,1000080160,14.8951,0,0,0,0,0,0
476,15,4.4951,-0.728273,0.0783309,4.06352,0.176379,-0.0189709,-0.984139
479,16,10,0,0,10,0,0,0
479,1000080160,14.8951,0,0,0,0,0,0
479,15,6.32424,0.00373122,-1.03055,5.98137,-0.00061475,0.169792,-0.98548
480,16,10,0,0,10,0,0,0
480,1000080160,14.8951,0,0,0,0,0,0
480,15,4.55476,0.311566,1.10038,4.03494,-0.0742907,-0.262378,-0.962101
482,16,10,0,0,10,0,0,0
482,1000080160,14.8951,0,0,0,0,0,0
482,15,9.76628,0.550735,-0.357174,9.58082,0,0,0
483,16,10,0,0,10,0,0,0
483,1000080160,14.8951,0,0,0,0,0,0
483,15,7.54763,0.675685,0.99076,7.23681,-0.0921117,-0.135064,-0.986546
484,16,10,0,0,10,0,0,0
484,1000080160,14.8951,0,0,0,0,0,0
484,15,7.49172,1.11669,0.0661645,7.19147,-0.153434,-0.00909108,-0.988117
485,16,10,0,0,10,0,0,0
485,1000080160,14.8951,0,0,0,0,0,0
485,15,4.76196,-0.80387,1.0084,4.22563,0.181952,-0.228246,-0.95645
486,16,10,0,0,10,0,0,0
486,1000080160,14.8951,0,0,0,0,0,0
486,15,8.28899,-1.1621,-0.122772,8.01153,0.143535,0.015164,-0.989529
488,16,10,0,0,10,0,0,0
488,1000080160,14.8951,0,0,0,0,0,0
488,15,9.23321,0.141669,0.618804,9.03836,0,0,0
490,16,10,0,0,10,0,0,0
490,1000080160,14.8951,0,0,0,0,0,0
490,15,6.61494,-0.735413,-0.208462,6.32581,0.115416,0.0327163,-0.992778
491,16,10,0,0,10,0,0,0
491,1000080160,14.8951,0,0,0,0,0,0
491,15,9.10553,0.407189,-0.890352,8.87665,-0.0455955,0.0996982,-0.993972
492,16,10,0,0,10,0,0,0
492,1000080160,14.8951,0,0,0,0,0,0
492,15,9.13058,-0.322779,0.532814,8.93432,0.0360405,-0.0594924,-0.997578
495,16,10,0,0,10,0,0,0
495,1000080160,14.8951,0,0,0,0,0,0
495,15,4.04074,-0.460267,-1.06918,3.43735,0.126827,0.294614,-0.947163
497,16,10,0,0,10,0,0,0
497,1000080160,14.8951,0,0,0,0,0,0
497,15,8.69925,-0.548833,-0.60494,8.47659,0.0644484,0.0710369,-0.995389
503,16,10,0,0,10,0,0,0
503,1000080160,14.8951,0,0,0,0,0,0
503,15,8.60357,-1.21724,-0.0758398,8.32927,0.144598,0.00900915,-0.989449
508,16,10,0,0,10,0,0,0
508,1000080160,14.8951,0,0,0,0,0,0
508,15,7.85132,0.318053,1.13614,7.55606,-0.0415886,-0.148561,-0.988028
510,16,10,0,0,10,0,0,0
510,1000080160,14.8951,0,0,0,0,0,0
510,15,8.40712,-0.833335,0.468331,8.16142,0.101413,-0.056994,-0.99321
511,16,10,0,0,10,0,0,0
511,1000080160,14.8951,0,0,0,0,0,0
511,15,7.91182,-0.272187,-1.02597,7.63629,0.0353045,0.133075,-0.990477
513,16,10,0,0,10,0,0,0
513,1000080160,14.8951,0,0,0,0,0,0
513,15,8.34382,-0.279499,0.689203,8.11843,0.0342841,-0.0845396,-0.99583
515,16,10,0,0,10,0,0,0
515,1000080160,14.8951,0,0,0,0,0,0
515,15,9.47997,-0.0286311,0.285405,9.30754,0.00307465,-0.0306493,-0.999525
516,16,10,0,0,10,0,0,0
516,1000080160,14.8951,0,0,0,0,0,0
516,15,8.73488,0.537838,0.879779,8.48985,-0.0628885,-0.102871,-0.992705
517,16,10,0,0,10,0,0,0
517,1000080160,14.8951,0,0,0,0,0,0
517,15,9.84705,-0.463829,0.363696,9.66746,0,0,0
520,16,10,0,0,10,0,0,0
520,1000080160,14.8951,0,0,0,0,0,0
520,15,8.84251,0.48084,-0.198375,8.64651,-0.0555105,0.0229014,-0.998195
521,16,10,0,0,10,0,0,0
521,1000080160,14.8951,0,0,0,0,0,0
521,15,5.66627,-0.139684,-1.81776,5.06218,0.0259613,0.337844,-0.940844
524,16,10,0,0,10,0,0,0
524,1000080160,14.8951,0,0,0,0,0,0
524,15,7.72951,1.00967,-0.193645,7.45192,-0.134219,0.0257421,-0.990617
525,16,10,0,0,10,0,0,0
525,1000080160,14.8951,0,0,0,0,0,0
525,15,9.84911,0.310732,-0.178134,9.68088,0,0,0
526,16,10,0,0,10,0,0,0
526,1000080160,14.8951,0,0,0,0,0,0
526,15,9.77759,-0.372422,-0.378781,9.6001,0,0,0
527,16,10,0,0,10,0,0,0
527,1000080160,14.8951,0,0,0,0,0,0
527,15,9.35539,0.369842,0.0613411,9.17745,-0.0402654,-0.00667832,-0.999167
530,16,10,0,0,10,0,0,0
530,1000080160,14.8951,0,0,0,0,0,0
530,15,7.57643,-0.235403,0.0303475,7.3613,0.0319619,-0.00412043,-0.999481
531,16,10,0,0,10,0,0,0
531,1000080160,14.8951,0,0,0,0,0,0
531,15,9.90476,-0.427946,-0.157882,9.7334,0,0,0
532,16,10,0,0,10,0,0,0
532,1000080160,14.8951,0,0,0,0,0,0
532,15,4.36222,-0.0379887,-0.495771,3.95279,0.00953548,0.124443,-0.992181
535,16,10,0,0,10,0,0,0
535,1000080160,14.8951,0,0,0,0,0,0
535,15,8.98002,-0.385897,0.295102,8.78905,0.0438396,-0.0335249,-0.998476
536,16,10,0,0,10,0,0,0
536,1000080160,14.8951,0,0,0,0,0,0
536,15,8.41059,0.743142,-0.270257,8.18264,-0.0903983,0.0328749,-0.995363
542,16,10,0,0,10,0,0,0
542,1000080160,14.8951,0,0,0,0,0,0
542,15,8.23729,-0.208214,-0.223008,8.03758,0.0258864,0.0277257,-0.99928
544,16,10,0,0,10,0,0,0
544,1000080160,14.8951,0,0,0,0,0,0
544,15,8.92234,0.255161,0.619947,8.71789,-0.0291825,-0.0709028,-0.997056
546,16,10,0,0,10,0,0,0
546,1000080160,14.8951,0,0,0,0,0,0
546,15,8.27653,-0.633972,-0.196914,8.05624,0.0784274,0.0243599,-0.996622
548,16,10,0,0,10,0,0,0
548,1000080160,14.8951,0,0,0,0,0,0
548,15,8.93462,0.525223,-0.659143,8.71549,-0.0599833,0.0752777,-0.995357
551,16,10,0,0,10,0,0,0
551,1000080160,14.8951,0,0,0,0,0,0
551,15,9.03459,-0.581243,-0.151349,8.83775,0.0656169,0.0170858,-0.997699
552,16,10,0,0,10,0,0,0
552,1000080160,14.8951,0,0,0,0,0,0
552,15,9.41258,0.884521,0.0677218,9.20068,0,0,0
557,16,10,0,0,10,0,0,0
557,1000080160,14.8951,0,0,0,0,0,0
557,15,9.24362,0.403094,0.357966,9.0552,-0.0444365,-0.0394616,-0.998233
559,16,10,0,0,10,0,0,0
559,1000080160,14.8951,0,0,0,0,0,0
559,15,8.63011,-0.267658,0.422572,8.43038,0.0316935,-0.0500369,-0.998244
560,16,10,0,0,10,0,0,0
560,1000080160,14.8951,0,0,0,0,0,0
560,15,7.23006,0.548123,0.198248,6.98404,-0.0782104,-0.0282875,-0.996535
561,16,10,0,0,10,0,0,0
561,1000080160,14.8951,0,0,0,0,0,0
561,15,9.4145,0.683164,0.0711496,9.21975,-0.0738931,-0.00769575,-0.997236
563,16,10,0,0,10,0,0,0
563,1000080160,14.8951,0,0,0,0,0,0
563,15,7.36256,0.73626,0.0344248,7.10682,-0.103046,-0.00481807,-0.994665
564,16,10,0,0,10,0,0,0
564,1000080160,14.8951,0,0,0,0,0,0
564,15,8.67379,0.788007,0.374362,8.4449,-0.0928177,-0.0440952,-0.994706
566,16,10,0,0,10,0,0,0
566,1000080160,14.8951,0,0,0,0,0,0
566,15,7.29946,-0.18924,0.311207,7.07052,0.0267292,-0.0439565,-0.998676
569,16,10,0,0,10,0,0,0
569,1000080160,14.8951,0,0,0,0,0,0
569,15,9.73834,-0.174008,0.384595,9.56556,0,0,0
570,16,10,0,0,10,0,0,0
570,1000080160,14.8951,0,0,0,0,0,0
570,15,8.92784,0.275357,-0.40753,8.7354,-0.0314721,0.046579,-0.998419
571,16,10,0,0,10,0,0,0
571,1000080160,14.8951,0,0,0,0,0,0
571,15,8.9849,-0.285649,0.135908,8.80176,0.0324327,-0.0154311,-0.999355
576,16,10,0,0,10,0,0,0
576,1000080160,14.8951,0,0,0,0,0,0
576,15,7.51069,0.456926,0.709034,7.24857,-0.0626142,-0.0971615,-0.993297
577,16,10,0,0,10,0,0,0
577,1000080160,14.8951,0,0,0,0,0,0
577,15,6.64854,1.23339,0.753719,6.24151,-0.192516,-0.117645,-0.974216
578,16,10,0,0,10,0,0,0
578,1000080160,14.8951,0,0,0,0,0,0
578,15,7.48898,0.948992,-0.793537,7.16919,-0.130443,0.109075,-0.985438
582,16,10,0,0,10,0,0,0
582,1000080160,14.8951,0,0,0,0,0,0
582,15,9.43835,0.923716,-0.0561709,9.22327,0,0,0
584,16,10,0,0,10,0,0,0
584,1000080160,14.8951,0,0,0,0,0,0
584,15,9.91079,-0.279524,-0.0380402,9.74613,0,0,0
586,16,10,0,0,10,0,0,0
586,1000080160,14.8951,0,0,0,0,0,0
586,15,8.93682,-0.0795675,-0.00721456,8.75803,0.00908471,0.000823731,-0.999958
588,16,10,0,0,10,0,0,0
588,1000080160,14.8951,0,0,0,0,0,0
588,15,6.69005,0.676232,0.650319,6.38117,-0.104846,-0.100828,-0.989364
592,16,10,0,0,10,0,0,0
592,1000080160,14.8951,0,0,0,0,0,0
592,15,7.14747,0.494138,0.278795,6.8998,-0.0713753,-0.0402704,-0.996636
593,16,10,0,0,10,0,0,0
593,1000080160,14.8951,0,0,0,0,0,0
593,15,9.05965,0.884314,0.487889,8.82609,0,0,0
595,16,10,0,0,10,0,0,0
595,1000080160,14.8951,0,0,0,0,0,0
595,15,5.83124,-0.169089,-0.78119,5.49611,0.030445,0.140655,-0.98959
596,16,10,0,0,10,0,0,0
596,1000080160,14.8951,0,0,0,0,0,0
596,15,9.90685,-0.197419,0.272796,9.74038,0,0,0
597,16,10,0,0,10,0,0,0
597,1000080160,14.8951,0,0,0,0,0,0
597,15,6.21092,-0.154211,1.11233,5.84442,0.025912,-0.186904,-0.982036
599,16,10,0,0,10,0,0,0
599,1000080160,14.8951,0,0,0,0,0,0
599,15,7.78892,0.372001,0.578837,7.55225,-0.0490538,-0.0763281,-0.995875
600,16,10,0,0,10,0,0,0
600,1000080160,14.8951,0,0,0,0,0,0
600,15,8.46742,0.394406,0.389798,8.2603,-0.04764,-0.0470834,-0.997754
602,16,10,0,0,10,0,0,0
602,1000080160,14.8951,0,0,0,0,0,0
602,15,6.6091,0.815365,0.16191,6.31125,-0.128086,-0.0254345,-0.991437
604,16,10,0,0,10,0,0,0
604,1000080160,14.8951,0,0,0,0,0,0
604,15,4.69117,-0.755526,-0.305792,4.26444,0.174019,0.0704325,-0.98222
605,16,10,0,0,10,0,0,0
605,1000080160,14.8951,0,0,0,0,0,0
605,15,7.10756,0.903345,-0.540457,6.80089,-0.131264,0.0785334,-0.988232
606,16,10,0,0,10,0,0,0
606,1000080160,14.8951,0,0,0,0,0,0
606,15,7.46266,0.375782,0.238968,7.23434,-0.051846,-0.0329701,-0.998111
607,16,10,0,0,10,0,0,0
607,1000080160,14.8951,0,0,0,0,0,0
607,15,9.82967,-0.41556,0.422503,9.64955,0,0,0
611,16,10,0,0,10,0,0,0
611,1000080160,14.8951,0,0,0,0,0,0
611,15,4.19845,0.296263,0.0935037,3.7912,-0.0778839,-0.024581,-0.996659
614,16,10,0,0,10,0,0,0
614,1000080160,14.8951,0,0,0,0,0,0
614,15,8.6481,-0.167051,0.46486,8.44916,0.0197376,-0.0549247,-0.998295
617,16,10,0,0,10,0,0,0
617,1000080160,14.8951,0,0,0,0,0,0
617,15,8.68601,0.367101,0.95023,8.44108,-0.0431765,-0.111761,-0.992797
622,16,10,0,0,10,0,0,0
622,1000080160,14.8951,0,0,0,0,0,0
622,15,9.85343,-0.372893,0.224562,9.68211,0,0,0
624,16,10,0,0,10,0,0,0
624,1000080160,14.8951,0,0,0,0,0,0
624,15,7.61597,-0.840203,1.3074,7.24089,0.113452,-0.176537,-0.977734
627,16,10,0,0,10,0,0,0
627,1000080160,14.8951,0,0,0,0,0,0
627,15,8.2808,-0.484878,0.722123,8.04101,0.0599509,-0.0892842,-0.9942
629,16,10,0,0,10,0,0,0
629,1000080160,14.8951,0,0,0,0,0,0
629,15,9.75052,0.0901151,0.719776,9.55977,0,0,0
631,16,10,0,0,10,0,0,0
631,1000080160,14.8951,0,0,0,0,0,0
631,15,7.68965,0.0542166,0.321508,7.47443,-0.00724671,-0.0429735,-0.99905
632,16,10,0,0,10,0,0,0
632,1000080160,14.8951,0,0,0,0,0,0
632,15,9.31753,-0.363303,-0.438761,9.12878,0.0397202,0.0479702,-0.998059
633,16,10,0,0,10,0,0,0
633,1000080160,14.8951,0,0,0,0,0,0
633,15,7.40145,-0.726486,0.171646,7.14611,0.101112,-0.0238895,-0.994588
638,16,10,0,0,10,0,0,0
638,1000080160,14.8951,0,0,0,0,0,0
638,15,7.63092,0.351396,0.310245,7.40635,-0.0473504,-0.0418054,-0.998003
641,16,10,0,0,10,0,0,0
641,1000080160,14.8951,0,0,0,0,0,0
641,15,4.73266,-0.911047,-1.25948,4.10177,0.207696,0.28713,-0.935103
642,16,10,0,0,10,0,0,0
642,1000080160,14.8951,0,0,0,0,0,0
642,15,9.20149,-0.0369407,0.761182,8.99608,0,0,0
643,16,10,0,0,10,0,0,0
643,1000080160,14.8951,0,0,0,0,0,0
643,15,8.3758,0.708438,0.685263,8.12559,-0.0865516,-0.0837203,-0.992723
644,16,10,0,0,10,0,0,0
644,1000080160,14.8951,0,0,0,0,0,0
644,15,9.69304,0.148226,0.448557,9.51707,0,0,0
645,16,10,0,0,10,0,0,0
645,1000080160,14.8951,0,0,0,0,0,0
645,15,8.46618,0.495437,0.240859,8.25927,-0.0598526,-0.0290976,-0.997783
646,16,10,0,0,10,0,0,0
646,1000080160,14.8951,0,0,0,0,0,0
646,15,6.76749,0.179903,-0.690576,6.49095,-0.02755,0.105753,-0.994011
647,16,10,0,0,10,0,0,0
647,1000080160,14.8951,0,0,0,0,0,0
647,15,6.90911,0.892527,0.0816247,6.61629,-0.133678,-0.0122253,-0.990949
649,16,10,0,0,10,0,0,0
649,1000080160,14.8951,0,0,0,0,0,0
649,15,5.53505,-1.31301,0.315053,5.0652,0.250474,-0.0601007,-0.966256
651,16,10,0,0,10,0,0,0
651,1000080160,14.8951,0,0,0,0,0,0
651,15,9.75162,0.0367414,0.0362408,9.58824,-0.00383187,-0.00377966,-0.999986
652,16,10,0,0,10,0,0,0
652,1000080160,14.8951,0,0,0,0,0,0
652,15,5.62707,0.703185,1.25233,5.14236,-0.131703,-0.234555,-0.96314
655,16,10,0,0,10,0,0,0
655,1000080160,14.8951,0,0,0,0,0,0
655,15,5.46019,-0.367009,0.0867532,5.14919,0.0710847,-0.0168029,-0.997329
656,16,10,0,0,10,0,0,0
656,1000080160,14.8951,0,0,0,0,0,0
656,15,7.0474,0.650606,-0.858981,6.73405,-0.0954006,0.125955,-0.987438
657,16,10,0,0,10,0,0,0
657,1000080160,14.8951,0,0,0,0,0,0
657,15,5.47486,0.985296,0.553457,5.05369,-0.190267,-0.106876,-0.975898
658,16,10,0,0,10,0,0,0
658,1000080160,14.8951,0,0,0,0,0,0
658,15,9.55777,-0.353117,0.294417,9.37989,0,0,0
659,16,10,0,0,10,0,0,0
659,1000080160,14.8951,0,0,0,0,0,0
659,15,8.49627,-0.517837,0.46379,8.27926,0.0623269,-0.0558218,-0.996493
666,16,10,0,0,10,0,0,0
666,1000080160,14.8951,0,0,0,0,0,0
666,15,9.10746,-0.739176,0.129151,8.90088,0.0827518,-0.0144586,-0.996465
667,16,10,0,0,10,0,0,0
667,1000080160,14.8951,0,0,0,0,0,0
667,15,9.9508,-0.214465,-0.279632,9.78453,0,0,0
671,16,10,0,0,10,0,0,0
671,1000080160,14.8951,0,0,0,0,0,0
671,15,8.72571,-0.132726,0.117275,8.54105,0.0155364,-0.0137278,-0.999785
675,16,10,0,0,10,0,0,0
675,1000080160,14.8951,0,0,0,0,0,0
675,15,7.77741,-0.220306,-0.419909,7.55685,0.0290959,0.0554576,-0.998037
681,16,10,0,0,10,0,0,0
681,1000080160,14.8951,0,0,0,0,0,0
681,15,5.43603,0.552613,-0.528526,5.0802,-0.107566,0.102878,-0.988861
688,16,10,0,0,10,0,0,0
688,1000080160,14.8951,0,0,0,0,0,0
688,15,8.87919,0.892746,-0.132309,8.65265,-0.102619,0.0152087,-0.994604
689,16,10,0,0,10,0,0,0
689,1000080160,14.8951,0,0,0,0,0,0
689,15,7.38288,0.878589,-0.50508,7.09385,-0.122607,0.070484,-0.989949
690,16,10,0,0,10,0,0,0
690,1000080160,14.8951,0,0,0,0,0,0
690,15,9.85439,-0.0574307,0.568748,9.676,0,0,0
692,16,10,0,0,10,0,0,0
692,1000080160,14.8951,0,0,0,0,0,0
692,15,7.32451,-0.093123,-0.94186,7.0424,0.0131054,0.13255,-0.99109
694,16,10,0,0,10,0,0,0
694,1000080160,14.8951,0,0,0,0,0,0
694,15,9.41671,0.217281,0.22844,9.24217,-0.0234961,-0.0247028,-0.999419
696,16,10,0,0,10,0,0,0
696,1000080160,14.8951,0,0,0,0,0,0
696,15,7.31485,0.505404,-0.373613,7.06787,-0.0712261,0.052653,-0.99607
698,16,10,0,0,10,0,0,0
698,1000080160,14.8951,0,0,0,0,0,0
698,15,6.93866,-1.07146,0.25598,6.61621,0.159745,-0.0381644,-0.98642
701,16,10,0,0,10,0,0,0
701,1000080160,14.8951,0,0,0,0,0,0
701,15,8.14829,0.640816,-0.144246,7.92502,-0.0805836,0.0181391,-0.996583
703,16,10,0,0,10,0,0,0
703,1000080160,14.8951,0,0,0,0,0,0
703,15,6.77224,0.0322253,1.44301,6.37359,-0.0049312,-0.220813,-0.975304
704,16,10,0,0,10,0,0,0
704,1000080160,14.8951,0,0,0,0,0,0
704,15,8.43401,-0.181456,0.482659,8.22858,0.0220088,-0.0585416,-0.998042
705,16,10,0,0,10,0,0,0
705,1000080160,14.8951,0,0,0,0,0,0
705,15,7.54805,-0.854142,0.371424,7.27656,0.116433,-0.0506308,-0.991907
708,16,10,0,0,10,0,0,0
708,1000080160,14.8951,0,0,0,0,0,0
708,15,6.12524,0.244028,0.565198,5.82944,-0.0416298,-0.0964197,-0.99447
710,16,10,0,0,10,0,0,0
710,1000080160,14.8951,0,0,0,0,0,0
710,15,6.53379,-0.270752,0.267176,6.27603,0.0430616,-0.042493,-0.998168
713,16,10,0,0,10,0,0,0
713,1000080160,14.8951,0,0,0,0,0,0
713,15,4.50734,-0.834335,-0.27115,4.04836,0.201417,0.0654584,-0.977316
717,16,10,0,0,10,0,0,0
717,1000080160,14.8951,0,0,0,0,0,0
717,15,5.23291,-0.22656,1.03526,4.80656,0.0460301,-0.210333,-0.976546
718,16,10,0,0,10,0,0,0
718,1000080160,14.8951,0,0,0,0,0,0
718,15,9.51132,-0.619278,-0.31069,9.31815,0,0,0
720,16,10,0,0,10,0,0,0
