ice_absorption,ice_scattering,offset,opt_eff_headon,opt_eff_lateral,opt_eff_overall,pid,reco_coszen,reco_energy
-0.0023322527319587665,-0.00849264489057411,0.08811240846268828,0.046803458600640856,-0.003458851121281662,1.0047938703542363,0,-0.875,6.6
-0.0006371090384203692,0.00278545776064972,0.21481137396650987,0.05768077230783122,-0.004261419890171909,0.8843782694003915,1,-0.875,6.6
0.0006784938853592089,-0.005024123163616341,-0.1837417334373732,0.0472958660320438,-0.003055600768323756,1.2571323865098707,0,-0.625,6.6
-0.004661225260842615,0.0006843815586531554,-0.016909399147413465,0.04418342742414109,-0.0033921960930923365,1.0750137647549505,1,-0.625,6.6
3.370008830127808e-05,-0.0006781578578283256,-0.03241786942033853,0.017159732732190076,-0.001014230290575142,1.0269283932841917,0,-0.375,6.6
-0.0002531566251087387,0.008018877042832284,-0.03081317775708493,0.028363649610295583,-0.0017994015689200861,1.0721614008208933,1,-0.375,6.6
0.005601159693600391,-0.002066422918850828,-0.06471518822441343,-0.0032389152442345703,-0.00042972064237144594,1.0746530420355331,0,-0.125,6.6
0.0029847341422327488,0.0019228062295598056,-0.16948614092284717,-0.0013537210502729314,0.001300707509505918,1.1140688043897542,1,-0.125,6.6
-0.0016450076611456929,0.002081871246269041,-0.08002248689465781,-0.020875256001257815,0.0011859511787976644,1.006394433310235,0,0.125,6.6
-0.0015056888800308531,0.008774408651116592,0.03191709834034297,-0.00868725054124812,0.0011728562103772453,0.9372315927111068,1,0.125,6.6
0.00013750114118694706,0.0009822157448392667,-0.030613314054414874,-0.0337338937530768,0.004760375038463591,0.928999544793528,0,0.375,6.6
-0.005083266557103363,0.00577660217423951,-0.1551940969297203,-0.030052956112510187,0.004872179566653545,0.9979885724117438,1,0.375,6.6
-0.003509897659597054,0.012304393037086797,-0.16602289868100903,-0.03565023054535311,0.003325403755793979,1.025029292157292,0,0.625,6.6
-0.0009271808697890448,0.02894801158617391,-0.13451526500431243,-0.02558980163506579,0.005724709028752766,0.9450505710440923,1,0.625,6.6
0.005873616303476636,0.018251868073430648,-0.6346492671719038,-0.027129708230841525,0.005276156481706921,1.4991701491843359,0,0.875,6.6
0.01315384019338306,0.028430852306323355,-0.897940166425769,-0.023706018232263346,0.006808217961452745,1.7419525941022325,1,0.875,6.6
0.00027837316138478666,-0.01019758895669241,-0.1567592572886349,0.04554020226841112,-0.005383474418845994,1.294917453816138,0,-0.875,8.7
-0.0007002320645372889,-0.0038176785155219595,-0.11950414590589263,0.06128547337643344,-0.003862121794063567,1.2053420732245177,1,-0.875,8.7
-0.0010842207685764162,-0.006311891195367223,0.08221595306833494,0.048100892978999416,-0.004813567561008517,1.0396494291902638,0,-0.625,8.7
0.000123274198664473,-0.0018366418050353658,-0.29041364384315066,0.04810323720209959,-0.0054664537660883495,1.4339348200154314,1,-0.625,8.7
-0.00036444471520854024,-0.008551803978865437,-0.03827747107890234,0.021151127166131913,-0.0017527462241943837,1.0783298103692438,0,-0.375,8.7
-0.0032924573352909174,0.0037574662950388767,-0.1789680320979391,0.02292833520837126,-0.0009464969041308515,1.2317341881855346,1,-0.375,8.7
-0.00045681406866928553,-0.0011752943140535834,-0.1464169804366704,-0.0035243427429965182,-0.00030291280733761404,1.1392636249873516,0,-0.125,8.7
0.003183359531575174,0.0005343579848700443,0.06381692589080583,-0.016684586075958647,0.0016155920005691687,0.9184841386749744,1,-0.125,8.7
0.0008503856038923213,-0.0019035944413483507,-0.16916072108161814,-0.023353865385236018,0.0005488412207525327,1.1494872499553728,0,0.125,8.7
-0.0004168651519102411,0.004498217104643532,-0.014421201218508317,-0.02137443131243133,0.0002157504438667912,1.003382490674604,1,0.125,8.7
-0.001766486217499508,0.005228497510027912,-0.31563746946443577,-0.03628813864719391,0.0037556386531480235,1.2201619303778422,0,0.375,8.7
-0.004733712419181095,0.017839496684666122,-0.5849617003190617,-0.03941572770362245,0.0038538160648293874,1.4805810921525857,1,0.375,8.7
-0.0024572703695294384,0.00476535762918518,0.05179566142508174,-0.04082182498198953,0.007490650770175822,0.8278587198562852,0,0.625,8.7
-0.0030831633226716627,0.009049453488413439,-0.21911887889170645,-0.060382796507446435,0.009522677623259356,1.0953001752870684,1,0.625,8.7
0.002150743615248788,0.004290566187765616,-0.3561687649785095,-0.029615472959493856,0.008202939079431107,1.1534673318985456,0,0.875,8.7
-0.0018753812915691017,0.02098905287891673,-0.5966082371568201,-0.019911941539030753,0.004644975719767413,1.434078313003114,1,0.875,8.7
-0.0003957579593808889,-0.013079130292924564,-0.004846146429339031,0.043860859824150035,-0.005338214275145498,1.128062308453248,0,-0.875,11.7
-0.004074711820578752,-0.002486682304892794,-0.221772986050341,0.06842504176618036,-0.004439452978784109,1.318749696028342,1,-0.875,11.7
-0.001625180548028625,-0.006695705258884966,-0.18350210003826462,0.04199257597620247,-0.0049929414893103135,1.3072371860039635,0,-0.625,11.7
-0.004409958710877845,-0.00018360496366459604,-0.4299574859130283,0.05824536575584019,-0.004294478118786711,1.5280888346548165,1,-0.625,11.7
-0.0014679715969311904,-0.005312258890841737,-0.2012464945915405,0.021219375184507012,-0.0014237009775059904,1.2727057783290943,0,-0.375,11.7
-0.003763305045200313,0.004247838888956124,-0.0951911802701126,0.018360755482817685,-0.0044244575955649625,1.187901792421146,1,-0.375,11.7
-0.002353894244165233,-0.004543521465303914,-0.26935185391336575,-0.0027410123669917032,7.743039891060502e-05,1.2731021246687395,0,-0.125,11.7
